mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.001383495330810547,0.0005032803622680095,0.0007991790771484375,0.0003995900791410372,balanced,gini,2,10,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 10, 'random_state': 42}",0.65,0.5666666666666667,0.4666666666666667,0.6333333333333333,0.6333333333333333,0.5900000000000001,0.06798692684790379,14,0.6666666666666667,0.7211538461538461,0.7461538461538462,0.7076923076923077,0.6865384615384615,0.7056410256410256,0.027459251981711622
0.001512289047241211,0.0006422414873686755,0.000702810287475586,0.0006037052653586386,balanced,gini,3,1,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 42}",0.475,0.6666666666666666,0.26666666666666666,0.4666666666666667,0.7333333333333334,0.5216666666666667,0.16495790708878164,68,0.75,0.8730769230769231,0.85,0.8076923076923077,0.85,0.826153846153846,0.04354145137872278
0.0014894485473632812,0.00041200616250324553,0.0007182121276855469,0.00037081822205170664,balanced,gini,3,1,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 5, 'random_state': 42}",0.475,0.6666666666666666,0.26666666666666666,0.4666666666666667,0.7333333333333334,0.5216666666666667,0.16495790708878164,68,0.75,0.8480769230769231,0.85,0.8076923076923077,0.85,0.8211538461538461,0.03907207722830859
0.0013027191162109375,0.0003988324255679617,0.0005049705505371094,0.00044689052795708866,balanced,gini,3,1,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10, 'random_state': 42}",0.475,0.6666666666666666,0.26666666666666666,0.4666666666666667,0.7333333333333334,0.5216666666666667,0.16495790708878164,68,0.75,0.8480769230769231,0.85,0.8076923076923077,0.8,0.8111538461538462,0.036738319803875534
0.0014000415802001953,0.0004894539461784603,0.0009020328521728516,0.0008015529886071748,balanced,gini,3,2,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 2, 'random_state': 42}",0.475,0.6666666666666666,0.26666666666666666,0.4666666666666667,0.7333333333333334,0.5216666666666667,0.16495790708878164,68,0.75,0.823076923076923,0.85,0.8076923076923077,0.825,0.8111538461538462,0.03345048446947522
0.0008089542388916016,0.0006874470866602521,0.0015154838562011718,0.0005623833818170866,balanced,gini,3,2,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 5, 'random_state': 42}",0.475,0.6666666666666666,0.26666666666666666,0.4666666666666667,0.7333333333333334,0.5216666666666667,0.16495790708878164,68,0.75,0.823076923076923,0.85,0.8076923076923077,0.825,0.8111538461538462,0.03345048446947522
0.0010031700134277345,4.277205387418571e-06,0.0005992412567138672,0.0004892797616857797,balanced,gini,3,2,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 10, 'random_state': 42}",0.475,0.6666666666666666,0.26666666666666666,0.4666666666666667,0.7333333333333334,0.5216666666666667,0.16495790708878164,68,0.75,0.823076923076923,0.85,0.8076923076923077,0.775,0.8011538461538462,0.035242188273708626
0.0010120868682861328,2.4683405371173658e-05,0.0007016181945800782,0.000601905812376187,balanced,gini,3,5,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 2, 'random_state': 42}",0.675,0.5666666666666667,0.2,0.43333333333333335,0.6333333333333333,0.5016666666666667,0.1716262088247467,84,0.7916666666666667,0.7365384615384616,0.7846153846153847,0.8211538461538461,0.7115384615384616,0.7691025641025642,0.03958072502565953
0.0009999752044677734,0.0006327119244730823,0.00017638206481933593,0.0003527641296386718,balanced,gini,3,5,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 5, 'random_state': 42}",0.675,0.5666666666666667,0.2,0.43333333333333335,0.6333333333333333,0.5016666666666667,0.1716262088247467,84,0.7916666666666667,0.7365384615384616,0.7846153846153847,0.8211538461538461,0.7115384615384616,0.7691025641025642,0.03958072502565953
0.0014007091522216797,0.0004906625395412251,0.001100635528564453,0.00020261318656499293,balanced,gini,3,5,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 10, 'random_state': 42}",0.675,0.5666666666666667,0.2,0.43333333333333335,0.6333333333333333,0.5016666666666667,0.1716262088247467,84,0.7916666666666667,0.7365384615384616,0.7846153846153847,0.8211538461538461,0.7115384615384616,0.7691025641025642,0.03958072502565953
0.0008008480072021484,0.0007482702135092978,0.0009016036987304687,0.0001979595420582178,balanced,gini,3,10,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 42}",0.65,0.5666666666666667,0.4666666666666667,0.6333333333333333,0.6333333333333333,0.5900000000000001,0.06798692684790379,14,0.6666666666666667,0.7211538461538461,0.7461538461538462,0.7076923076923077,0.6865384615384615,0.7056410256410256,0.027459251981711622
0.0008001327514648438,0.0004000664325664057,0.0006000518798828125,0.0004899403160383116,balanced,gini,3,10,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 5, 'random_state': 42}",0.65,0.5666666666666667,0.4666666666666667,0.6333333333333333,0.6333333333333333,0.5900000000000001,0.06798692684790379,14,0.6666666666666667,0.7211538461538461,0.7461538461538462,0.7076923076923077,0.6865384615384615,0.7056410256410256,0.027459251981711622
0.0011007308959960938,0.0004883863710331935,0.00030264854431152346,0.00040327355227270456,balanced,gini,3,10,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 10, 'random_state': 42}",0.65,0.5666666666666667,0.4666666666666667,0.6333333333333333,0.6333333333333333,0.5900000000000001,0.06798692684790379,14,0.6666666666666667,0.7211538461538461,0.7461538461538462,0.7076923076923077,0.6865384615384615,0.7056410256410256,0.027459251981711622
0.0010017871856689454,2.2291512404066643e-05,0.00030112266540527344,0.00040054934360716924,balanced,gini,4,1,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 42}",0.525,0.6666666666666666,0.3666666666666667,0.3666666666666667,0.8333333333333333,0.5516666666666666,0.17984561280288278,51,0.75,0.9115384615384616,0.9365384615384615,0.8461538461538461,0.9,0.8688461538461538,0.06635479319447586
0.0012032508850097657,0.000982358353351096,0.0009997367858886718,0.0015487117005764939,balanced,gini,4,1,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 5, 'random_state': 42}",0.525,0.6666666666666666,0.3666666666666667,0.3666666666666667,0.7333333333333334,0.5316666666666666,0.15059142664102024,57,0.75,0.8865384615384615,0.9115384615384616,0.8461538461538461,0.875,0.853846153846154,0.05601405149154133
0.0007021903991699218,0.00040035207479419366,0.0004002571105957031,0.0004902128666314247,balanced,gini,4,1,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 1, 'min_samples_split': 10, 'random_state': 42}",0.525,0.6666666666666666,0.26666666666666666,0.3666666666666667,0.7333333333333334,0.5116666666666667,0.17572073804129604,83,0.75,0.8480769230769231,0.85,0.8461538461538461,0.8,0.8188461538461539,0.039155281823459724
0.0015192508697509765,0.0009968665459306311,0.0006000995635986328,0.0012001991271972656,balanced,gini,4,2,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 2, 'min_samples_split': 2, 'random_state': 42}",0.525,0.5666666666666667,0.3666666666666667,0.4666666666666667,0.7333333333333334,0.5316666666666667,0.12115187896924166,55,0.75,0.825,0.9115384615384616,0.8076923076923077,0.825,0.8238461538461539,0.05178185924380821
0.0015997886657714844,0.0007998347722148819,0.0006001949310302735,0.001200389862060547,balanced,gini,4,2,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 2, 'min_samples_split': 5, 'random_state': 42}",0.525,0.5666666666666667,0.3666666666666667,0.4666666666666667,0.7333333333333334,0.5316666666666667,0.12115187896924166,55,0.75,0.825,0.9115384615384616,0.8076923076923077,0.825,0.8238461538461539,0.05178185924380821
0.001612091064453125,0.0014043443712776368,0.001705312728881836,0.001330149424535347,balanced,gini,4,2,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 2, 'min_samples_split': 10, 'random_state': 42}",0.525,0.6666666666666666,0.26666666666666666,0.4666666666666667,0.7333333333333334,0.5316666666666666,0.16333333333333336,57,0.75,0.823076923076923,0.85,0.8076923076923077,0.775,0.8011538461538462,0.035242188273708626
0.0010026931762695313,3.729098281100684e-06,0.0,0.0,balanced,gini,4,5,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 5, 'min_samples_split': 2, 'random_state': 42}",0.675,0.5666666666666667,0.2,0.3333333333333333,0.6333333333333333,0.48166666666666663,0.18381754238616316,100,0.7916666666666667,0.7365384615384616,0.7846153846153847,0.8365384615384616,0.7115384615384616,0.7721794871794873,0.04387276145737947
0.0013904571533203125,0.0013635744546503126,0.0003998279571533203,0.0004896882208465656,balanced,gini,4,5,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 5, 'min_samples_split': 5, 'random_state': 42}",0.675,0.5666666666666667,0.2,0.3333333333333333,0.6333333333333333,0.48166666666666663,0.18381754238616316,100,0.7916666666666667,0.7365384615384616,0.7846153846153847,0.8365384615384616,0.7115384615384616,0.7721794871794873,0.04387276145737947
0.0015142440795898437,0.0007751426974761629,0.0005999088287353515,0.00079985857143138,balanced,gini,4,5,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 5, 'min_samples_split': 10, 'random_state': 42}",0.675,0.5666666666666667,0.2,0.3333333333333333,0.6333333333333333,0.48166666666666663,0.18381754238616316,100,0.7916666666666667,0.7365384615384616,0.7846153846153847,0.8365384615384616,0.7115384615384616,0.7721794871794873,0.04387276145737947
0.001402139663696289,0.0009701919638158597,0.0008014678955078125,0.00040074112521229857,balanced,gini,4,10,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 42}",0.65,0.5666666666666667,0.4666666666666667,0.6333333333333333,0.6333333333333333,0.5900000000000001,0.06798692684790379,14,0.6666666666666667,0.7211538461538461,0.7461538461538462,0.7076923076923077,0.6865384615384615,0.7056410256410256,0.027459251981711622
0.001001262664794922,2.6702880859375003e-06,0.00010190010070800781,0.00020380020141601561,balanced,gini,4,10,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 10, 'min_samples_split': 5, 'random_state': 42}",0.65,0.5666666666666667,0.4666666666666667,0.6333333333333333,0.6333333333333333,0.5900000000000001,0.06798692684790379,14,0.6666666666666667,0.7211538461538461,0.7461538461538462,0.7076923076923077,0.6865384615384615,0.7056410256410256,0.027459251981711622
0.0027040481567382813,0.0008709400554451324,0.0019048690795898438,0.0004940200631599003,balanced,gini,4,10,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 10, 'min_samples_split': 10, 'random_state': 42}",0.65,0.5666666666666667,0.4666666666666667,0.6333333333333333,0.6333333333333333,0.5900000000000001,0.06798692684790379,14,0.6666666666666667,0.7211538461538461,0.7461538461538462,0.7076923076923077,0.6865384615384615,0.7056410256410256,0.027459251981711622
0.0010010242462158204,2.6830301087637327e-06,0.0008001327514648438,0.0004000663757324219,balanced,gini,5,1,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 42}",0.575,0.6666666666666666,0.26666666666666666,0.3666666666666667,0.8333333333333333,0.5416666666666666,0.20398801707725653,53,0.8333333333333333,0.975,0.975,0.8846153846153846,0.975,0.9285897435897436,0.059108821071546636
0.0009010791778564453,0.0006629495082884413,0.001001262664794922,2.7125287348418984e-06,balanced,gini,5,1,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5, 'random_state': 42}",0.575,0.6666666666666666,0.3666666666666667,0.3666666666666667,0.8333333333333333,0.5616666666666668,0.179474541679624,47,0.8333333333333333,0.9,0.925,0.8846153846153846,0.9,0.8885897435897435,0.030512820512820556
0.0011011600494384766,0.00020187038365072264,0.0006013870239257813,0.0004910361675348592,balanced,gini,5,1,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10, 'random_state': 42}",0.575,0.6666666666666666,0.26666666666666666,0.3666666666666667,0.7333333333333334,0.5216666666666667,0.17760755739676296,68,0.8333333333333333,0.8480769230769231,0.85,0.8846153846153846,0.8,0.8432051282051282,0.02738192630607689
0.001116466522216797,0.0010103957658488952,0.0008002281188964844,0.0007482265406519477,balanced,gini,5,2,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'random_state': 42}",0.575,0.6666666666666666,0.3666666666666667,0.3666666666666667,0.8333333333333333,0.5616666666666668,0.179474541679624,47,0.8333333333333333,0.9115384615384616,0.925,0.8730769230769231,0.95,0.8985897435897435,0.04103044843628103
0.0012882709503173827,0.000612925741225797,0.0011166572570800782,0.0010101852153485157,balanced,gini,5,2,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'random_state': 42}",0.575,0.6666666666666666,0.3666666666666667,0.3666666666666667,0.8333333333333333,0.5616666666666668,0.179474541679624,47,0.8333333333333333,0.9115384615384616,0.925,0.8730769230769231,0.95,0.8985897435897435,0.04103044843628103
0.0018043041229248047,0.0008147436825227939,0.0009992122650146484,0.0006320329485995473,balanced,gini,5,2,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'random_state': 42}",0.575,0.6666666666666666,0.26666666666666666,0.3666666666666667,0.7333333333333334,0.5216666666666667,0.17760755739676296,68,0.8333333333333333,0.823076923076923,0.85,0.8730769230769231,0.775,0.8308974358974359,0.032666908182498886
0.0010000705718994141,1.319728136358075e-06,0.00019993782043457032,0.0003998756408691407,balanced,gini,5,5,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 2, 'random_state': 42}",0.675,0.5666666666666667,0.2,0.3333333333333333,0.6333333333333333,0.48166666666666663,0.18381754238616316,100,0.7916666666666667,0.7365384615384616,0.7846153846153847,0.8365384615384616,0.7115384615384616,0.7721794871794873,0.04387276145737947
0.0009016990661621094,0.0004915399469155168,0.00040192604064941405,0.0004922610660141695,balanced,gini,5,5,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 5, 'random_state': 42}",0.675,0.5666666666666667,0.2,0.3333333333333333,0.6333333333333333,0.48166666666666663,0.18381754238616316,100,0.7916666666666667,0.7365384615384616,0.7846153846153847,0.8365384615384616,0.7115384615384616,0.7721794871794873,0.04387276145737947
0.0007013320922851562,0.00039958360936174646,0.0001998424530029297,0.0003996849060058594,balanced,gini,5,5,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'random_state': 42}",0.675,0.5666666666666667,0.2,0.3333333333333333,0.6333333333333333,0.48166666666666663,0.18381754238616316,100,0.7916666666666667,0.7365384615384616,0.7846153846153847,0.8365384615384616,0.7115384615384616,0.7721794871794873,0.04387276145737947
0.0010022163391113282,3.0255684050016987e-06,0.00010113716125488281,0.00020227432250976562,balanced,gini,5,10,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 42}",0.65,0.5666666666666667,0.4666666666666667,0.6333333333333333,0.6333333333333333,0.5900000000000001,0.06798692684790379,14,0.6666666666666667,0.7211538461538461,0.7461538461538462,0.7076923076923077,0.6865384615384615,0.7056410256410256,0.027459251981711622
0.002199888229370117,0.0009799588782293616,0.0016034603118896484,0.0013214756157561261,balanced,gini,5,10,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 5, 'random_state': 42}",0.65,0.5666666666666667,0.4666666666666667,0.6333333333333333,0.6333333333333333,0.5900000000000001,0.06798692684790379,14,0.6666666666666667,0.7211538461538461,0.7461538461538462,0.7076923076923077,0.6865384615384615,0.7056410256410256,0.027459251981711622
0.002765321731567383,0.0012655398013040207,0.0019032478332519532,0.0013585787079440604,balanced,gini,5,10,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'random_state': 42}",0.65,0.5666666666666667,0.4666666666666667,0.6333333333333333,0.6333333333333333,0.5900000000000001,0.06798692684790379,14,0.6666666666666667,0.7211538461538461,0.7461538461538462,0.7076923076923077,0.6865384615384615,0.7056410256410256,0.027459251981711622
0.0031022548675537108,0.0006637742359648708,0.002507448196411133,0.0008978154742996076,balanced,gini,,1,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 42}",0.675,0.6666666666666666,0.3666666666666667,0.43333333333333335,0.8333333333333333,0.595,0.1712373271872176,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.002909231185913086,0.001600722733821574,0.001558971405029297,0.0008347801076861577,balanced,gini,,1,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'random_state': 42}",0.45,0.6666666666666666,0.3666666666666667,0.26666666666666666,0.8333333333333333,0.5166666666666666,0.20602049520483254,82,0.9083333333333333,0.9,0.925,0.9615384615384616,0.925,0.923974358974359,0.02113091219899426
0.0029589653015136717,0.001236122536303506,0.002001523971557617,0.0008945796910579619,balanced,gini,,1,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'random_state': 42}",0.65,0.6666666666666666,0.26666666666666666,0.6,0.7333333333333334,0.5833333333333333,0.16397831834998458,46,0.8333333333333333,0.8480769230769231,0.85,0.925,0.8,0.8512820512820513,0.04098355212809355
0.001804018020629883,0.0008140881701116672,0.0010017871856689454,0.0010955443075586799,balanced,gini,,2,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'random_state': 42}",0.45,0.6666666666666666,0.3666666666666667,0.6,0.8333333333333333,0.5833333333333334,0.16397831834998453,44,0.9083333333333333,0.9115384615384616,0.925,1.0,0.95,0.938974358974359,0.03386023405650946
0.0009998321533203126,5.135693366178993e-07,0.0005015373229980469,0.0006349387951395534,balanced,gini,,2,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'random_state': 42}",0.45,0.6666666666666666,0.3666666666666667,0.6,0.8333333333333333,0.5833333333333334,0.16397831834998453,44,0.9083333333333333,0.9115384615384616,0.925,0.95,0.95,0.9289743589743591,0.01805554291204732
0.0006001949310302735,0.0004900572096040241,0.0004000663757324219,0.000489979334704009,balanced,gini,,2,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'random_state': 42}",0.65,0.6666666666666666,0.26666666666666666,0.3666666666666667,0.7333333333333334,0.5366666666666667,0.18451136670797397,54,0.8333333333333333,0.823076923076923,0.85,0.8730769230769231,0.775,0.8308974358974359,0.032666908182498886
0.0018000125885009766,0.0018339279995653818,0.0022043228149414063,0.000982320754763432,balanced,gini,,5,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 2, 'random_state': 42}",0.675,0.5666666666666667,0.2,0.3333333333333333,0.6333333333333333,0.48166666666666663,0.18381754238616316,100,0.7916666666666667,0.7365384615384616,0.7846153846153847,0.8365384615384616,0.7115384615384616,0.7721794871794873,0.04387276145737947
0.002663421630859375,0.0014403722284866594,0.0022307872772216798,0.001215943472961876,balanced,gini,,5,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 5, 'random_state': 42}",0.675,0.5666666666666667,0.2,0.3333333333333333,0.6333333333333333,0.48166666666666663,0.18381754238616316,100,0.7916666666666667,0.7365384615384616,0.7846153846153847,0.8365384615384616,0.7115384615384616,0.7721794871794873,0.04387276145737947
0.001600360870361328,0.0007986919430880321,0.000599527359008789,0.0004895124103955381,balanced,gini,,5,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 10, 'random_state': 42}",0.675,0.5666666666666667,0.2,0.3333333333333333,0.6333333333333333,0.48166666666666663,0.18381754238616316,100,0.7916666666666667,0.7365384615384616,0.7846153846153847,0.8365384615384616,0.7115384615384616,0.7721794871794873,0.04387276145737947
