Strategy,Future.ID,REGION,COMMODITY,TECHNOLOGY,EMISSION,YEAR,TIMESLICE,MODE_OF_OPERATION,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,STORAGEINTRADAY,STORAGEINTRAYEAR,UDC,AnnualVariableOperatingCost,TotalCapacityAnnual,NewCapacity,CapitalInvestment,AnnualFixedOperatingCost,CapitalInvestmentStorage,AnnualTechnologyEmission,TotalTechnologyAnnualActivity,Scen_fut
Scenario1,6,RE1,,PWRDIST,CO2,2030,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2031,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2032,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2033,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2034,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2035,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2036,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2037,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2038,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2039,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2040,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2041,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2042,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2043,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2044,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2045,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2046,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2047,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2048,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2049,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRDIST,CO2,2050,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2019,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2019,,,,,,,,,,,0.7911,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2019,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2019,,,,,,,,,,4.707608073968234,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2019,,,,,,,,,,,,,,118.665,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2019,,,,,,,,,,,,,,,,,23.53804036984117,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2020,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2020,,,,,,,,,,,0.7911,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2020,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2020,,,,,,,,,,4.716747769098543,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2020,,,,,,,,,,,,,,118.665,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2020,,,,,,,,,,,,,,,,,23.583738845492704,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2021,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2021,,,,,,,,,,,0.7911,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2021,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2021,,,,,,,,,,4.716747769098541,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2021,,,,,,,,,,,,,,118.665,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2021,,,,,,,,,,,,,,,,,23.583738845492697,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2022,,,,,,,,,,,,0.0832999999999999,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2022,,,,,,,,,,,0.8744,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2022,,,,,,,,,,,,,277.32402599999966,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2022,,,,,,,,,,5.187789298158437,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2022,,,,,,,,,,,,,,131.16,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2022,,,,,,,,,,,,,,,,,25.93894649079218,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2023,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2023,,,,,,,,,,,0.8744,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2023,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2023,,,,,,,,,,5.213404435974924,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2023,,,,,,,,,,,,,,131.16,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2023,,,,,,,,,,,,,,,,,26.067022179874616,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2024,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2024,,,,,,,,,,,0.8443999999999999,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2024,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2024,,,,,,,,,,5.034536488720503,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2024,,,,,,,,,,,,,,126.66,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2024,,,,,,,,,,,,,,,,,25.172682443602515,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2025,,,,,,,,,,,,0.06200000000000011,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2025,,,,,,,,,,,0.9064000000000001,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2025,,,,,,,,,,,,,206.41164000000035,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2025,,,,,,,,,,5.404196913046263,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2025,,,,,,,,,,,,,,135.96,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2025,,,,,,,,,,,,,,,,,27.020984565231313,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2026,,,,,,,,,,,,0.01999999999999999,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2026,,,,,,,,,,,0.9264000000000001,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2026,,,,,,,,,,,,,66.58439999999996,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2026,,,,,,,,,,5.523442211215864,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2026,,,,,,,,,,,,,,138.96,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2026,,,,,,,,,,,,,,,,,27.617211056079313,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2027,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2027,,,,,,,,,,,0.8818000000000001,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2027,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2027,,,,,,,,,,5.257525196297665,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2027,,,,,,,,,,,,,,132.26999999999998,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2027,,,,,,,,,,,,,,,,,26.28762598148832,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2028,,,,,,,,,,,,0.024999999999999994,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2028,,,,,,,,,,,0.9068,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2028,,,,,,,,,,,,,83.23049999999998,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2028,,,,,,,,,,5.4065818190096655,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2028,,,,,,,,,,,,,,136.01999999999998,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2028,,,,,,,,,,,,,,,,,27.032909095048325,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2029,,,,,,,,,,,,0.28,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2029,,,,,,,,,,,1.0858,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2029,,,,,,,,,,,,,932.1816,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2029,,,,,,,,,,6.473827237627584,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2029,,,,,,,,,,,,,,162.87,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2029,,,,,,,,,,,,,,,,,32.369136188137915,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2030,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2030,,,,,,,,,,,1.0858,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2030,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2030,,,,,,,,,,6.473827237627583,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2030,,,,,,,,,,,,,,162.87,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2030,,,,,,,,,,,,,,,,,32.369136188137915,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2031,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2031,,,,,,,,,,,1.0583,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2031,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2031,,,,,,,,,,6.309864952644384,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2031,,,,,,,,,,,,,,158.745,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2031,,,,,,,,,,,,,,,,,31.549324763221918,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2032,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2032,,,,,,,,,,,1.0583,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2032,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2032,,,,,,,,,,6.309864952644387,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2032,,,,,,,,,,,,,,158.745,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2032,,,,,,,,,,,,,,,,,31.54932476322192,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2033,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2033,,,,,,,,,,,1.0583,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2033,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2033,,,,,,,,,,6.309864952644383,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2033,,,,,,,,,,,,,,158.745,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2033,,,,,,,,,,,,,,,,,31.549324763221914,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2034,,,,,,,,,,,,0.06442543964643144,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2034,,,,,,,,,,,1.1227254396464315,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2034,,,,,,,,,,,,,214.48646217969247,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2034,,,,,,,,,,6.693986490661695,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2034,,,,,,,,,,,,,,168.40881594696472,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2034,,,,,,,,,,,,,,,,,33.469932453308495,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2035,,,,,,,,,,,,0.07557456035356847,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2035,,,,,,,,,,,1.1983,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2035,,,,,,,,,,,,,251.6043378203072,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2035,,,,,,,,,,7.144582039831583,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2035,,,,,,,,,,,,,,179.74499999999998,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2035,,,,,,,,,,,,,,,,,35.722910199157916,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2036,,,,,,,,,,,,0.14,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2036,,,,,,,,,,,1.3382999999999998,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2036,,,,,,,,,,,,,466.0908,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2036,,,,,,,,,,7.979299127018781,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2036,,,,,,,,,,,,,,200.74499999999998,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2036,,,,,,,,,,,,,,,,,39.8964956350939,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2037,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2037,,,,,,,,,,,1.3382999999999998,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2037,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2037,,,,,,,,,,7.979299127018784,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2037,,,,,,,,,,,,,,200.74499999999998,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2037,,,,,,,,,,,,,,,,,39.89649563509391,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2038,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2038,,,,,,,,,,,1.2987,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2038,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2038,,,,,,,,,,7.743193436642984,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2038,,,,,,,,,,,,,,194.80499999999998,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2038,,,,,,,,,,,,,,,,,38.71596718321492,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2039,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2039,,,,,,,,,,,1.2811,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2039,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2039,,,,,,,,,,7.63825757425372,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2039,,,,,,,,,,,,,,192.165,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2039,,,,,,,,,,,,,,,,,38.1912878712686,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2040,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2040,,,,,,,,,,,1.1411,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2040,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2040,,,,,,,,,,6.803540487066521,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2040,,,,,,,,,,,,,,171.16499999999996,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2040,,,,,,,,,,,,,,,,,34.01770243533262,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2041,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2041,,,,,,,,,,,0.9721,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2041,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2041,,,,,,,,,,5.795917717533408,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2041,,,,,,,,,,,,,,145.815,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2041,,,,,,,,,,,,,,,,,28.979588587667045,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2042,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2042,,,,,,,,,,,0.9721,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2042,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2042,,,,,,,,,,5.79591771753341,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2042,,,,,,,,,,,,,,145.815,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2042,,,,,,,,,,,,,,,,,28.979588587667045,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2043,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2043,,,,,,,,,,,0.9083000000000001,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2043,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2043,,,,,,,,,,5.415525216372384,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2043,,,,,,,,,,,,,,136.24499999999998,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2043,,,,,,,,,,,,,,,,,27.077626081861915,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2044,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2044,,,,,,,,,,,0.9083000000000001,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2044,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2044,,,,,,,,,,5.415525216372384,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2044,,,,,,,,,,,,,,136.24499999999998,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2044,,,,,,,,,,,,,,,,,27.07762608186192,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2045,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2045,,,,,,,,,,,0.7503,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2045,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2045,,,,,,,,,,4.473487360832546,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2045,,,,,,,,,,,,,,112.545,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2045,,,,,,,,,,,,,,,,,22.367436804162722,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2046,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2046,,,,,,,,,,,0.7503,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2046,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2046,,,,,,,,,,4.473487360832545,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2046,,,,,,,,,,,,,,112.545,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2046,,,,,,,,,,,,,,,,,22.367436804162725,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2047,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2047,,,,,,,,,,,0.667,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2047,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2047,,,,,,,,,,3.9768306939561575,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2047,,,,,,,,,,,,,,100.05000000000001,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2047,,,,,,,,,,,,,,,,,19.88415346978079,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2048,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2048,,,,,,,,,,,0.667,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2048,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2048,,,,,,,,,,3.8608126182192293,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2048,,,,,,,,,,,,,,100.05000000000001,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2048,,,,,,,,,,,,,,,,,19.304063091096154,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2049,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2049,,,,,,,,,,,0.667,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2049,,,,,,,,,,,,,0.0,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2049,,,,,,,,,,3.9668147025057228,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2049,,,,,,,,,,,,,,100.05000000000001,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2049,,,,,,,,,,,,,,,,,19.834073512528622,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2050,,,,,,,,,,,,0.04200000000000004,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2050,,,,,,,,,,,0.647,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2050,,,,,,,,,,,,,139.8272400000001,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2050,,,,,,,,,,3.827347259316385,,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2050,,,,,,,,,,,,,,97.05000000000001,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,,2050,,,,,,,,,,,,,,,,,19.136736296581923,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2019,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2020,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2021,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2022,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2023,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2024,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2025,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2026,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2027,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2028,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2029,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2030,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2031,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2032,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2033,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2034,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2035,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2036,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2037,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2038,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2039,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2040,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2041,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2042,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2043,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2044,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2045,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2046,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2047,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2048,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2049,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO001,CO2,2050,,,,,,,,,,,,,,,,0.0,,Scenario1_6
Scenario1,6,RE1,,PWRGEO002,,2019,,,,,,,,,,,,0.0,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO002,,2019,,,,,,,,,,,0.0,,,,,,,Scenario1_6
Scenario1,6,RE1,,PWRGEO002,,2019,,,,,,,,,,,,,0.0,,,,,Scenario1_6
