Strategy,Future.ID,REGION,COMMODITY,TECHNOLOGY,EMISSION,YEAR,TIMESLICE,MODE_OF_OPERATION,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,STORAGEINTRADAY,STORAGEINTRAYEAR,UDC,AnnualVariableOperatingCost,TotalCapacityAnnual,NewCapacity,CapitalInvestment,AnnualFixedOperatingCost,CapitalInvestmentStorage,AnnualTechnologyEmission,TotalTechnologyAnnualActivity,Scen_fut
Scenario1,1,RE1,,IMPELC002,,2036,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2037,,,,,,,,,,,,0.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2037,,,,,,,,,,,0.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2037,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2037,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2037,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2037,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2038,,,,,,,,,,,,0.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2038,,,,,,,,,,,0.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2038,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2038,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2038,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2038,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2039,,,,,,,,,,,,0.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2039,,,,,,,,,,,0.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2039,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2039,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2039,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2039,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2040,,,,,,,,,,,,0.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2040,,,,,,,,,,,0.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2040,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2040,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2040,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2040,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2041,,,,,,,,,,,,0.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2041,,,,,,,,,,,0.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2041,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2041,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2041,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2041,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2042,,,,,,,,,,,,0.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2042,,,,,,,,,,,0.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2042,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2042,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2042,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2042,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2043,,,,,,,,,,,,0.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2043,,,,,,,,,,,0.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2043,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2043,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2043,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2043,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2044,,,,,,,,,,,,0.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2044,,,,,,,,,,,0.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2044,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2044,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2044,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2044,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2045,,,,,,,,,,,,0.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2045,,,,,,,,,,,0.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2045,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2045,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2045,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2045,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2046,,,,,,,,,,,,0.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2046,,,,,,,,,,,0.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2046,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2046,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2046,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2046,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2047,,,,,,,,,,,,0.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2047,,,,,,,,,,,0.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2047,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2047,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2047,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2047,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2048,,,,,,,,,,,,0.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2048,,,,,,,,,,,0.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2048,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2048,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2048,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2048,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2049,,,,,,,,,,,,0.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2049,,,,,,,,,,,0.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2049,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2049,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2049,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2049,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2050,,,,,,,,,,,,0.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2050,,,,,,,,,,,0.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2050,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2050,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2050,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,,2050,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2019,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2020,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2021,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2022,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2023,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2024,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2025,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2026,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2027,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2028,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2029,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2030,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2031,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2032,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2033,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2034,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2035,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2036,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2037,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2038,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2039,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2040,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2041,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2042,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2043,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2044,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2045,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2046,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2047,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2048,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2049,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPELC002,CO2,2050,,,,,,,,,,,,,,,,0.0,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2019,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2019,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2019,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2019,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2019,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2019,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2020,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2020,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2020,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2020,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2020,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2020,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2021,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2021,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2021,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2021,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2021,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2021,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2022,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2022,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2022,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2022,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2022,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2022,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2023,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2023,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2023,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2023,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2023,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2023,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2024,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2024,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2024,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2024,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2024,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2024,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2025,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2025,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2025,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2025,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2025,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2025,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2026,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2026,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2026,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2026,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2026,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2026,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2027,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2027,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2027,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2027,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2027,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2027,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2028,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2028,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2028,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2028,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2028,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2028,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2029,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2029,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2029,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2029,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2029,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2029,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2030,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2030,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2030,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2030,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2030,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2030,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2031,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2031,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2031,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2031,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2031,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2031,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2032,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2032,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2032,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2032,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2032,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2032,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2033,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2033,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2033,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2033,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2033,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2033,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2034,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2034,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2034,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2034,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2034,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2034,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2035,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2035,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2035,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2035,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2035,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2035,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2036,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2036,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2036,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2036,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2036,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2036,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2037,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2037,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2037,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2037,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2037,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2037,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2038,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2038,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2038,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2038,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2038,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2038,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2039,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2039,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2039,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2039,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2039,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2039,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2040,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2040,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2040,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2040,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2040,,,,,,,,,,,,,,0.0,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2040,,,,,,,,,,,,,,,,,0.0,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2041,,,,,,,,,,,,999999.0,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2041,,,,,,,,,,,999999.0,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2041,,,,,,,,,,,,,0.0,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2041,,,,,,,,,,0.0,,,,,,,,Scenario1_1
Scenario1,1,RE1,,IMPHFOMOM,,2041,,,,,,,,,,,,,,0.0,,,,Scenario1_1
