mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_random_state,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
0.0019702911376953125,2.9802322387695312e-05,0.0015143156051635742,0.000517725944519043,balanced,gini,,2,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.0020972490310668945,0.00038182735443115234,0.0013164281845092773,0.0003241300582885742,balanced,gini,,5,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 2, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.0021467208862304688,0.00043129920959472656,0.0013033151626586914,0.00033724308013916016,balanced,gini,,5,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 5, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.001515507698059082,0.0005155801773071289,0.0032995939254760742,0.0006979703903198242,balanced,gini,,5,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 5, 'min_samples_split': 10, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.002026200294494629,2.658367156982422e-05,0.0015174150466918945,0.0005136728286743164,balanced,gini,,10,2,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.0027773380279541016,0.00022482872009277344,0.002012014389038086,1.1205673217773438e-05,balanced,gini,,10,5,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 5, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.0020269155502319336,2.3484230041503906e-05,0.0017600059509277344,0.00023818016052246094,balanced,gini,,10,10,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 10, 'min_samples_split': 10, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.0026950836181640625,0.0006918907165527344,0.0015445947647094727,9.894371032714844e-06,balanced,entropy,2,1,2,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 42}",0.2,1.0,0.6,0.4,1,1.0,1.0,1.0,0.0
0.002216935157775879,0.0001767873764038086,0.0012669563293457031,0.0002677440643310547,balanced,entropy,2,1,5,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 5, 'random_state': 42}",0.2,1.0,0.6,0.4,1,1.0,1.0,1.0,0.0
0.005269408226013184,0.0002580881118774414,0.0055702924728393555,1.0848045349121094e-05,balanced,entropy,2,1,10,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 1, 'min_samples_split': 10, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
