Scen_fut,gas_price_2050_median_nonzero,capex_bess_2050_mean,capex_solar_2050_mean,capex_wind_2050_mean,discount_rate_batt_2050,maxcap_geo006_2050_mean,discount_rate_solar_2050,discount_rate_wind_2050,discount_rate_impngs_2050,discount_rate_geo_2050,gas_cap_2050,no_gas_2050
Scenario1_156,18.0765173491,215.9361855266,384.0030505375,847.7891812869817,0.1728117969,9.2326973045,0.1434955099,0.13886662249999998,0.1040262709,0.2633522623,0.0,0
Scenario1_157,5.0383532361,847.6729267393,1070.5021166005,763.9274817773272,0.084994037,5.9857955666,0.0705754057,0.0682987798,0.2208257831,0.2622756271,0.0,0
Scenario1_158,21.140645638,721.2701034081,620.5593594444,1703.731442773009,0.1690355265,3.8973151496,0.1403598568,0.13583211950000001,0.2132226486,0.1186719877,0.0,0
Scenario1_159,6.2936481698,488.7766311835,188.9220956297,967.669899601991,0.1342530278,10.0245859699,0.1114779606,0.1078818974,0.1624862851,0.0518826978,0.0,0
Scenario1_160,4.0427776752,348.4430914592,1143.1924411759,1033.6309955926454,0.0458567045,7.0783143668,0.0380774422,0.03684913759999999,0.0437864954,0.1035657292,0.0,0
Scenario1_161,7.3623954731,746.5947384647,507.1717948518,1375.2254467213818,0.1200553034,10.344666728,0.0996887787,0.0964730116,0.0961700322,0.1612741103,0.0,0
Scenario1_162,7.1240305169,91.7583890041,623.7982857616,1903.3793350074818,0.0760823287,4.5824461867,0.0631755051,0.06113758550000001,0.2175288008,0.0408449136,0.0,0
Scenario1_163,6.1953277487,981.2584172042,584.3573097224,1577.482766564782,0.0895916686,8.3619016558,0.0743930819,0.0719933051,0.154431411,0.0693910497,0.0,0
Scenario1_164,12.1713820127,635.6033684952,569.9933626035,1341.8683333498366,0.0386229269,7.2566215242,0.0320708233,0.031036280600000007,0.2130475436,0.2411918766,0.0,0
Scenario1_165,10.7652006029,299.8592306234,366.4708814877,1153.1774884080728,0.0200760252,10.0135196406,0.0166702709,0.0161325202,0.1358423834,0.1474411692,0.0,0
Scenario1_166,10.075854379,856.9858742319,630.1395742189,1321.7092425328,0.1326937528,6.7921354624,0.1101832054,0.10662890850000001,0.0813523452,0.215045368,15.114101834308045,1
Scenario1_167,7.9998478158,788.6063868387,1258.5983357448,1763.0125882706454,0.1303333271,3.8843026407,0.1082232091,0.1047321379,0.1603197501,0.1230663933,0.0,0
Scenario1_168,13.8696089105,295.19218928,1187.2567171687,981.6117776325638,0.1794548032,9.9671240554,0.1490115777,0.14420475260000004,0.1621308401,0.1744583198,0.0,0
Scenario1_169,4.1370014906,676.9615257682,98.9577164971,740.9632503968728,0.1170482371,4.1534479053,0.0971918397,0.09405661909999999,0.1033092541,0.0689286953,0.0,0
Scenario1_170,9.8156871242,931.7527718867,1106.2705821903,1250.4177896288272,0.1921398858,4.9773580049,0.1595447266,0.15439812249999998,0.1476145516,0.0611436149,10.016918852793346,1
Scenario1_171,4.2015414163,690.7812385817,1150.5081167808,2036.2186309052363,0.0461395174,5.2505061287,0.0383122778,0.0370763979,0.0950707771,0.08402335,0.0,0
Scenario1_172,14.0740478317,360.5450828174,147.6072306704,1001.4639959676274,0.1735230709,5.8775735126,0.1440861214,0.13943818199999997,0.0597118674,0.0641987427,0.0,0
Scenario1_173,17.7118570701,854.5492379152,290.1819613445,2104.7790730101183,0.0923369482,7.9709452478,0.0766726445,0.07419933339999998,0.0901014797,0.1256701806,0.0,0
Scenario1_174,19.4144592551,662.927386784,1045.6693121506,514.6256937910999,0.122507239,7.4157458159,0.1017247609,0.098443317,0.1213668231,0.1711759195,0.0,0
Scenario1_175,8.5598987551,849.1410217517,373.0588897912,2151.487671764755,0.1708761386,7.9452079855,0.1418882222,0.1373111828,0.1694898098,0.2481849647,5.243118042667721,1
Scenario1_176,18.0516279531,298.3856720169,778.3957214489,1959.3952291879184,0.1515747597,6.5282244812,0.1258611844,0.12180114619999999,0.1555662371,0.1295802646,0.0,0
Scenario1_177,5.0217917552,776.4437953041,974.6330482512,484.28396325972733,0.0428985231,8.5671633167,0.0356210951,0.0344720275,0.1417865092,0.270643781,0.0,0
Scenario1_178,19.9452420066,599.3352410692,567.6783138779,1339.6635396547726,0.1601180975,5.5103146125,0.1329552059,0.1286663283,0.0386214661,0.0491137014,9.658125923420393,1
Scenario1_179,17.5702133204,165.5412854731,1228.4398392456,1749.7034653826634,0.1387552475,10.2195634206,0.1152164109,0.11149975249999997,0.1871827878,0.0569015305,0.0,0
Scenario1_180,10.9730882576,153.8474953649,751.1985858961,761.5635603807727,0.1208757905,4.7026855138,0.100370076,0.0971323317,0.0734151335,0.2550270352,0.0,0
Scenario1_181,9.0477045587,416.8380848247,1157.3668031705,753.883431558709,0.0313508971,5.1128563565,0.0260324413,0.0251926851,0.103728211,0.0372398687,0.0,0
Scenario1_182,9.177672607,626.243328808,1033.5320989936,1545.8711970747272,0.1253344875,4.6786494472,0.1040723869,0.10071521309999999,0.2014056384,0.1546241412,0.0,0
Scenario1_183,13.4448466248,497.3983035382,132.1797888118,499.2418230330546,0.154426924,5.4619430907,0.1282294994,0.12409306389999998,0.0980297938,0.0458872715,0.0,0
Scenario1_184,12.5983548177,132.6425435486,813.7739403242,2062.651201220091,0.180490611,5.6012584452,0.1498716681,0.1450370982,0.1024047336,0.0309242209,0.0,0
Scenario1_185,20.4257979553,622.5818333222,209.5310415993,1285.7345996757454,0.0836132258,9.4965998186,0.0694288393,0.0671891993,0.08341234,0.2087059215,0.0,0
Scenario1_186,17.8026414346,468.3222151137,308.4691835201,1416.626880718718,0.0529892,4.749519743,0.0439999607,0.0425806071,0.1494296053,0.2818405622,0.0,0
Scenario1_187,6.9796619098,668.726425697,449.3445453039,1614.2147614186,0.1448882435,8.1002440248,0.1203089879,0.11642805279999999,0.0194252591,0.0175834142,0.0,0
Scenario1_188,4.7624757605,662.6570400107,863.5595328051,1175.5591117593362,0.1697316212,8.4429379381,0.140937864,0.1363914813,0.1464833316,0.1376814097,0.0,0
Scenario1_189,10.9134642324,796.0794250186,705.1761518069,1613.827354582518,0.0793688689,6.0820220973,0.0659045072,0.0637785554,0.0400268083,0.1903959565,0.0,0
Scenario1_190,15.2374571879,773.6781231226,281.1481418541,1441.7963939826002,0.1016370527,7.684930431,0.0843950527,0.08167263160000002,0.2230712426,0.2057667254,0.0,0
Scenario1_191,17.0629088307,218.4345854159,130.9932842904,1865.5489029359362,0.0880051789,10.3752608795,0.0730757289,0.0707184473,0.0691690436,0.1649247206,0.0,0
Scenario1_192,10.4347589872,943.3949901525,84.3010045778,1279.9577900138818,0.1470044193,3.7766864692,0.1220661696,0.11812855120000001,0.0480729873,0.1491874026,17.899108622028834,1
Scenario1_193,11.2824152561,799.8531501611,828.2028614211,1214.136761591673,0.127546288,3.8605193287,0.1059089713,0.10249255280000001,0.1109973008,0.0713452921,0.0,0
Scenario1_194,11.6139869234,673.4029281999,525.6560860794,1964.5665936093087,0.0490942662,6.7757507582,0.0407657746,0.0394507496,0.2095068977,0.0977723567,0.0,0
Scenario1_195,12.7757876992,350.9036314179,817.4041942189,1871.930357673318,0.0872685335,6.4895278181,0.0724640502,0.0701265001,0.0365815426,0.0602979478,0.0,0
Scenario1_196,9.4754796054,898.7533904486,139.4127820258,1736.952883042882,0.0426093597,7.1945993632,0.0353809862,0.034239664100000004,0.0745534567,0.1587522828,0.0,0
Scenario1_197,17.9540797787,965.9446779831,600.1995488931,1650.244681952182,0.0852876171,4.3865730397,0.070819182,0.06853469229999999,0.105679194,0.2204574739,8.629709748366661,1
Scenario1_198,12.3520040497,996.1755064358,177.9122869856,886.5745000274454,0.1554921503,4.0620957794,0.1291140176,0.12494904930000002,0.1901314565,0.2109116956,2.7600802571011,1
Scenario1_199,21.1912481186,217.8289588439,1112.0934912204,1081.7754987525818,0.1255105709,9.2779218055,0.1042185991,0.1008567088,0.2101171577,0.1373007415,0.0,0
Scenario1_200,4.9768674241,421.4483823969,769.579580953,1467.5925851900636,0.1046015281,6.500645192,0.086856626,0.08405479940000002,0.0619169418,0.0352430986,0.0,0
Scenario1_201,14.3813315862,200.7695130378,139.4918956076,557.4967456431273,0.1130454074,8.0857817638,0.0938680615,0.09084005949999999,0.1310279456,0.0402611315,0.0,0
Scenario1_202,5.3659899255,359.7968903237,333.0545475079,1785.872874896773,0.0715819718,6.6051075458,0.0594386016,0.0575212273,0.2182271732,0.0757822609,0.0,0
Scenario1_203,10.1254756019,874.8008958578,96.0292953441,1137.8837930421184,0.118892314,9.9920368629,0.0987230822,0.0955384666,0.0295784627,0.1602383211,4.723597387666304,1
Scenario1_204,4.5194159084,523.365219622,1093.8508538701,787.2138242684364,0.0975359794,4.3156097465,0.0809896972,0.07837712630000002,0.1564382138,0.1794402797,0.0,0
Scenario1_205,15.860913505,442.2662274147,306.3176135076,609.9925817068819,0.1513656135,10.0665399694,0.1256875184,0.12163308230000001,0.2219742371,0.1624316021,0.0,0
Scenario1_206,5.5704642147,758.5365543518,674.1610194071,1506.7592360946817,0.1220583886,8.7383726776,0.1013520548,0.09808263370000002,0.0282966415,0.109826921,2.7857822976887627,1
Scenario1_207,9.4951373106,470.8142087543,81.5542123461,640.4375898551363,0.145742302,8.936313171,0.1210181615,0.1171143498,0.0509749861,0.1007615466,0.0,0
Scenario1_208,5.527213734,424.5349345665,173.2396553432,835.7495523338545,0.1502822698,7.7041620608,0.1247879562,0.12076253819999999,0.2026941036,0.10719715,0.0,0
Scenario1_209,14.9463307582,837.9503776186,1093.2220423747,801.5830193059818,0.0764456585,8.2549596561,0.0634771986,0.06142954700000001,0.1518424672,0.083385421,0.0,0
Scenario1_210,12.4446125118,902.3175429714,809.7148837372,1796.116290689809,0.1077565,8.3278486599,0.0894763795,0.08659004459999999,0.1167343858,0.1808958921,0.0,0
Scenario1_211,12.5243546448,209.1842113952,258.1217580106,678.5592434084999,0.0191709205,5.8124195518,0.0159187108,0.015405204,0.1414240011,0.1423246632,0.0,0
Scenario1_212,6.0457886556,921.1652698582,1237.0627583095,1138.5634640614453,0.0463327132,8.3893213593,0.0384726993,0.0372316445,0.1812096795,0.0509989129,0.0,0
Scenario1_213,8.5030358842,632.1817304825,900.315270596,2139.9414314505543,0.0225683935,4.2934627304,0.0187398267,0.0181353162,0.0798029456,0.1414107729,0.0,0
Scenario1_214,9.3601239242,107.9594231548,798.3981858678,1037.8587341731727,0.101242911,9.7772995775,0.0840677743,0.08135591060000001,0.1313253335,0.2075466708,0.0,0
Scenario1_215,7.2089745277,301.5816829076,626.9342134824,611.6766386915001,0.0877497802,10.3597587695,0.0728636568,0.07051321629999999,0.0841946998,0.0445781056,0.0,0
Scenario1_216,5.3283471949,111.9825374792,955.684169576,747.7424886280908,0.0910923978,7.2781414908,0.0756392232,0.0731992483,0.0696804974,0.0952858294,0.0,0
Scenario1_217,8.2449279113,239.4049920363,1224.5597894852,657.2786506290818,0.1584670496,4.4528202818,0.1315842466,0.12733959349999996,0.0419544371,0.0359290513,0.0,0
Scenario1_218,14.1377112461,534.5620906159,1222.0964599595,2041.3462982636001,0.176230268,6.7439938126,0.1463340618,0.14161360819999996,0.0333774371,0.0870221451,9.565579620551388,1
Scenario1_219,19.0952963252,426.0398731159,110.6640731756,1585.7730016609364,0.028854355,4.9461111522,0.0239594198,0.0231865353,0.0884349553,0.1827755218,0.0,0
Scenario1_220,4.0966344921,607.2966527295,265.961349095,1235.807248124618,0.1703410769,6.1250780552,0.1414439299,0.1368812225,0.1049017747,0.0207646848,0.0,0
Scenario1_221,12.2188071864,379.431958784,1306.1396029385,873.1978753384091,0.0492246633,6.046872564,0.0408740508,0.03955553299999999,0.0214416847,0.2132488131,0.0,0
Scenario1_222,4.4314804176,283.0245241427,1275.1384579658,1863.1062802715724,0.1911616201,9.7580207729,0.1587324167,0.15361201620000003,0.1866389183,0.0497553846,0.0,0
Scenario1_223,11.6413208884,678.201385947,325.936215041,1675.468869042873,0.0947331454,7.3004913045,0.078662344,0.07612484899999998,0.1245376361,0.1225240914,0.0,0
Scenario1_224,9.9316702396,102.3841939806,74.561496606,1801.201286950309,0.0603057163,8.6422787025,0.0500752823,0.04845995060000001,0.0260333821,0.1849009993,0.0,0
Scenario1_225,20.0907741777,482.433180639,517.9034073346,1186.5370440943088,0.1588727886,8.1762480063,0.1319211548,0.12766563369999998,0.2152378588,0.0188303652,0.0,0
Scenario1_226,6.1009878612,1049.5662820039,135.4204038546,722.9019669827726,0.0929017166,9.0568651397,0.077141604,0.0746531652,0.0684875855,0.0769693098,7.226765720889173,1
Scenario1_227,9.9993061005,770.5477603449,201.8389966338,1003.6755242680182,0.1854913311,6.3309573164,0.1540240517,0.14905553389999998,0.2008161281,0.2366503095,0.0,0
Scenario1_228,9.7454367426,893.6303506343,496.2604371677,1815.3252829002363,0.0176272979,6.9880606528,0.0146369528,0.014164793000000002,0.2220987597,0.2180014046,0.0,0
Scenario1_229,20.6857021023,438.1894801907,1272.4278828521,584.9424121001637,0.1323303241,8.9872682179,0.1098814298,0.10633686760000001,0.1733495595,0.0265708808,0.0,0
Scenario1_230,10.8084936669,558.4876835891,402.2068151638,1581.0094316997638,0.0680938609,7.5160931006,0.0565422238,0.054718281099999995,0.0790983444,0.110638308,0.0,0
Scenario1_231,21.0972636522,507.0685539073,801.5875061526,1875.7511305860273,0.0665603645,7.4494753398,0.0552688741,0.05348600719999999,0.1179751329,0.1673739744,0.0,0
Scenario1_232,12.8534778365,538.3069119804,765.6180845405,661.1571156099545,0.1875754195,10.0408854493,0.1557545894,0.15073024779999997,0.0879762552,0.2514267026,0.0,0
Scenario1_233,11.4484147165,831.108361707,169.169625832,1713.5717856915544,0.1546978029,7.9197938234,0.1284544256,0.12431073440000001,0.0203833752,0.1883526477,12.196430301888007,1
Scenario1_234,15.3246072602,714.0307639565,980.1554046066,773.0820926855818,0.1031903253,6.8458540028,0.0856848237,0.0829207971,0.0556698565,0.0336889613,0.0,0
Scenario1_235,21.4115335021,158.7595533206,762.7959139032,1486.4871156165636,0.0467737806,7.8662486682,0.0388389428,0.0375860737,0.0351660756,0.1281262916,0.0,0
Scenario1_236,6.5873182835,822.7784355505,252.2245057691,1455.7867555464366,0.136485654,3.6508933754,0.1133318377,0.109675972,0.1761849948,0.2493745899,0.0,0
Scenario1_237,18.6415225826,236.6787572474,996.9825693942,803.2123066832454,0.179722586,6.9348288918,0.1492339331,0.1444199352,0.0177649286,0.0395042695,0.0,0
Scenario1_238,21.9424040022,655.8755621857,903.6492338151,1149.1591585446638,0.0344633674,4.0034493753,0.0286169033,0.027693777400000005,0.0912950334,0.0397837949,0.0,0
Scenario1_239,12.9204013007,575.201369494,152.0608239272,1210.3721774870999,0.0787866996,4.4075756861,0.0654210988,0.0633107408,0.2089816825,0.0656543683,0.0,0
Scenario1_240,19.5825745219,244.2731299901,922.1313775673,628.5132984501364,0.1484724454,8.7605866807,0.1232851555,0.119308215,0.1549954025,0.2599110458,0.0,0
Scenario1_241,7.9101261973,653.2414482965,884.4264046536,1622.7348832490184,0.1879768398,9.2264297673,0.1560879116,0.15105281770000004,0.0909479856,0.0432051475,0.0,0
Scenario1_242,11.3897563049,492.3527921019,1110.0775894141,572.2463614230091,0.0640995238,9.9062299282,0.0532254975,0.0515085459,0.0484130964,0.2529275292,0.0,0
Scenario1_243,8.9870358965,522.0905527457,487.1605438172,1833.6163496943366,0.1378379689,10.1325256222,0.1144547421,0.11076265359999998,0.0903042613,0.2734115557,0.0,0
Scenario1_244,20.123755246,973.7241659445,350.0793367805,1406.695974043482,0.0859159925,9.4157049464,0.071340958,0.06903963680000001,0.1044236158,0.1520133616,0.0,0
Scenario1_245,12.0504124989,186.962874654,1179.4521034063,1684.180050265709,0.0211635793,8.9740730984,0.0175733292,0.0170064476,0.0302189691,0.244478903,0.0,0
Scenario1_246,5.8267639759,370.84246447,1137.2854412248,2167.276196049327,0.0768520567,8.167894667,0.0638146542,0.06175611700000001,0.1612366572,0.1449101035,0.0,0
Scenario1_247,17.4223236128,483.5103495859,812.6618460053,2024.0023836421817,0.1752007519,7.5923146025,0.1454791958,0.1407863185,0.0530748272,0.2745049313,0.0,0
Scenario1_248,20.8852072726,925.1613758792,717.5639711679,1886.7290439686635,0.1595515617,3.7564892758,0.1324847789,0.12821107639999998,0.1226493419,0.1410664404,8.191928764750335,1
Scenario1_249,14.6411643246,158.3351729818,1233.2750977908,1694.4778649079274,0.1179203397,5.635659252,0.0979159963,0.09475741579999998,0.0500258921,0.1896998626,0.0,0
Scenario1_250,15.1018276058,1038.8938161081,1041.2516637144,627.424000990409,0.1780837364,9.1815677799,0.1478731026,0.1431030025,0.1153298795,0.1328244648,5.889943005552617,1
Scenario1_251,6.8367569496,741.9497153016,594.0650843869,832.4827046090818,0.074734077,8.1567915485,0.0620559746,0.060054169000000004,0.058138345,0.2478560784,0.0,0
Scenario1_252,16.2608073824,274.6268945678,1014.4405974473,1532.082664889627,0.1792116345,6.9183494861,0.1488096608,0.14400934910000002,0.1093017248,0.2195086643,0.0,0
Scenario1_253,22.1070590346,255.0520048357,726.1515961346,1261.9280924444272,0.1867767872,6.4372097487,0.1550914394,0.15008848969999997,0.1138572391,0.0657976615,0.0,0
Scenario1_254,21.5817602778,281.0335591356,415.9516655354,1050.2661420757088,0.0295342288,5.7429750678,0.0245239578,0.0237328624,0.0565824284,0.2592501402,0.0,0
Scenario1_255,17.8346069424,164.4406630896,346.0133589279,569.1962933982545,0.0804940954,8.4074185454,0.066838847,0.0646827552,0.1752913945,0.0894190145,0.0,0
Scenario1_256,12.6840900755,171.4431770571,1071.7719784999,939.2393082688545,0.1561818931,6.1386149858,0.1296867506,0.125503307,0.1366365829,0.1421787082,0.0,0
Scenario1_257,7.9142713059,261.4794181798,597.2684269263,456.0719236525909,0.1349776137,5.293822354,0.1120796257,0.10846415389999998,0.1489076281,0.1552027573,0.0,0
Scenario1_258,4.3585844641,152.5166695027,861.0515227912,796.4287483737273,0.0702915992,4.6000436795,0.0583671315,0.056484320799999994,0.1371622641,0.1208294877,0.0,0
Scenario1_259,15.2902719648,455.7131114511,397.0508499001,581.139134929691,0.0919229863,5.8894662441,0.0763289083,0.07386668549999999,0.139991301,0.0499809061,0.0,0
Scenario1_260,19.0268641293,580.3842967559,847.8098466654,1355.9946773108181,0.0437005219,5.3116723863,0.0362870405,0.035116490900000005,0.1938783775,0.2028479693,0.0,0
Scenario1_261,10.8754384949,398.3054811746,523.4661374669,1670.7065332830819,0.1195122648,3.932123774,0.0992378627,0.0960366413,0.1131268195,0.1276711598,0.0,0
Scenario1_262,4.4209467092,984.7173451881,641.7024063263,665.0869683452455,0.1164153103,6.686698407,0.0966662844,0.09354801720000001,0.0303532875,0.1681776352,11.851110457740958,1
Scenario1_263,13.3040929153,242.560249027,1180.5793566463,460.4604557829091,0.1720475601,9.5548605855,0.1428609205,0.1382525037,0.2057099447,0.2250390682,0.0,0
Scenario1_264,12.2632316899,821.6430487533,528.5267260864,1142.4796384135,0.1476260108,7.8535329265,0.1225823125,0.11862804440000002,0.1297099421,0.1710177423,0.0,0
Scenario1_265,18.3789662832,331.0874154991,662.8679538753,908.5368579619909,0.1069501085,6.307624577,0.0888067865,0.0859420515,0.1176424329,0.2648677085,0.0,0
Scenario1_266,6.7351580065,842.7192559612,535.2313314921,1228.6393394145819,0.0698777427,5.9571812482,0.0580234828,0.0561517575,0.0230321303,0.1167754346,5.035175653270271,1
Scenario1_267,18.6145940445,142.4331275802,748.5894692832,1054.8295428984545,0.1765143525,7.9016984692,0.1465699534,0.14184189040000003,0.0399171624,0.1018193242,0.0,0
Scenario1_268,8.3014888068,845.215554277,698.9175121871,1497.2408396228454,0.043283107,6.7276877756,0.035940437,0.03478106809999999,0.0829404735,0.0832061206,0.0,0
Scenario1_269,16.177679033,250.6909468802,649.6716645496,1707.7779555041545,0.142209424,8.766919831,0.118084611,0.11427543,0.1344740358,0.2255651111,0.0,0
Scenario1_270,17.2507810359,603.1964217208,539.9122466388,1563.7287055603729,0.1693677572,7.4696560945,0.1406357269,0.13609909059999997,0.0778805897,0.218907989,0.0,0
Scenario1_271,13.7537882701,103.7153732966,476.2751336365,1294.2189865981725,0.0409852538,8.284619478,0.0340323983,0.032934579000000005,0.1216670896,0.2605642947,0.0,0
Scenario1_272,7.7771033628,970.6123031091,460.8928116426,1268.5931405381998,0.0842421053,5.0689333118,0.0699510339,0.06769454890000001,0.0208539414,0.0910028258,11.71022969947265,1
Scenario1_273,7.2766501559,949.8930304186,170.1548833471,1604.4335936760908,0.0310265192,3.8404114213,0.0257630918,0.0249320243,0.0611832153,0.1995200757,2.4596445321543925,1
Scenario1_274,6.2472884392,1044.7145782933,370.5004600327,1066.9224644264818,0.08931909,8.2641177274,0.0741667444,0.07177426870000002,0.0594605463,0.133851978,4.819536451776617,1
Scenario1_275,9.2092942702,555.6233638907,788.9925130009,1764.159244794518,0.1446619889,8.3145285611,0.1201211158,0.1162462411,0.040417875,0.038323722,5.97684673263843,1
Scenario1_276,9.6892434468,475.5424614399,1027.5977331493,1072.3781500430819,0.1112868796,9.9440837898,0.0924078554,0.0894269568,0.1386077057,0.1955093043,0.0,0
Scenario1_277,22.2848515005,98.1287756166,1254.4432117528,1804.3047130733364,0.1827966753,4.466942981,0.151786525,0.1468901855,0.0945297654,0.0999619526,0.0,0
Scenario1_278,18.720333613,962.3426355372,1216.0456599829,475.7130496628091,0.0406285024,4.5643039165,0.0337361672,0.032647903699999994,0.0278470546,0.2667103439,0.0,0
Scenario1_279,3.8036773462,95.2867645707,1099.0390891548,2096.585088538727,0.0416243217,7.3781373129,0.0345630528,0.0334481156,0.1110991357,0.2158842333,0.0,0
Scenario1_280,13.5623440825,195.9996426834,571.038466707,1111.3318901877092,0.0669162647,8.3405425871,0.0555643984,0.0537719984,0.1526946492,0.0480977672,0.0,0
Scenario1_281,19.2472199388,766.3541812084,464.2940049168,499.8628296666,0.0727542372,8.9665218768,0.0604120005,0.0584632263,0.2112959913,0.2528953441,0.0,0
Scenario1_282,15.8754095045,264.6390068631,388.5840934421,1830.6552066727818,0.1049018283,8.8764753214,0.0871059824,0.08429611199999999,0.197853163,0.2343819928,0.0,0
Scenario1_283,13.10310412,585.2785500809,264.6344707497,1837.7579099311909,0.1757401481,6.5483160209,0.1459270872,0.14121976179999998,0.2179278105,0.092030292,0.0,0
Scenario1_284,18.7659524462,130.6599214677,316.3786173909,821.5573308559909,0.0381993441,8.1440956812,0.0317190982,0.0306959015,0.0436466112,0.1663988882,0.0,0
Scenario1_285,19.4436258911,446.6673770066,1263.7513951418,465.9443042432,0.1005217313,6.5929628516,0.0834689376,0.0807763912,0.034544088,0.0529623335,0.0,0
Scenario1_286,15.5084408103,740.3609230027,251.0065632528,1998.4662877946546,0.1814727995,8.4542809009,0.1506872353,0.1458263568,0.1682746787,0.2141349103,0.0,0
Scenario1_287,4.5558238223,629.1110441483,823.0890815461,818.3601246267546,0.1712618647,7.1232043461,0.1422085127,0.13762114129999997,0.123149652,0.1737638351,0.0,0
Scenario1_288,15.207095681,958.9064478034,174.9247895897,896.8015150356455,0.181179402,8.2997571361,0.1504436106,0.14559059089999998,0.1277848946,0.1062273237,8.060196713521943,1
Scenario1_289,10.8681103607,251.716796019,128.4331529788,1788.6411480676,0.0563846924,6.6982352916,0.0468194321,0.04530912780000001,0.0463138371,0.2361992811,0.0,0
Scenario1_290,8.0378777353,940.496787733,909.2091344481,1518.5752196170454,0.0692551192,9.0309314721,0.0575064829,0.05565143510000001,0.1797594475,0.0974543271,0.0,0
Scenario1_291,12.3997850689,439.430715329,1300.9767001211,1046.442178740518,0.1063101253,4.2809577351,0.0882753719,0.0854277792,0.0321566243,0.0640218555,0.0,0
Scenario1_292,9.0802332081,992.8773661307,731.4709470006,1930.0403064732272,0.0504036906,7.7443744715,0.0418530645,0.0405029657,0.187679743,0.0470159733,0.0,0
Scenario1_293,15.6741107105,474.302300565,743.1647651453,509.3980015166091,0.1408341941,6.2146877338,0.116942679,0.11317033449999997,0.17462767,0.0413295066,0.0,0
Scenario1_294,5.6512916839,956.2899095581,657.2967186818,2102.603725141173,0.0393555977,7.4221916202,0.0326792017,0.031625033899999995,0.0648666509,0.0900785446,0.0,0
Scenario1_295,9.3349757051,760.5852149368,1210.6348749351,1948.7978551172544,0.0565548307,4.9022240901,0.0469607076,0.045445846100000006,0.0421073683,0.1321720048,0.0,0
Scenario1_296,15.7709261486,499.8557503853,1291.2072143368,1474.0677558414818,0.0244977443,7.1063450066,0.020341877,0.019685687399999995,0.1067356891,0.2768866372,0.0,0
Scenario1_297,20.991556298,434.5941190013,183.7928033636,1620.9019724337181,0.1426054135,5.4316495525,0.1184134237,0.11459363579999998,0.1960366283,0.2691704122,0.0,0
Scenario1_298,11.0153285644,731.3561544969,834.7849984341,1633.8711141649546,0.1627932193,3.832732205,0.1351765125,0.13081597979999998,0.1767145089,0.2010476845,0.0,0
Scenario1_299,12.3116792982,420.3732926187,723.281946085,963.4961245743365,0.1371070079,9.2617527517,0.1138477833,0.11017527419999999,0.1319713322,0.111288734,0.0,0
Scenario1_300,14.1151141395,593.4260291984,685.3234465785,1968.6940007626545,0.0972535623,5.2686353884,0.0807551901,0.07815018399999998,0.0711082602,0.2489237437,0.0,0
Scenario1_301,10.5696153469,600.7082504775,413.2904668317,2004.9314328094638,0.1468933807,8.7323374933,0.1219739679,0.11803932379999998,0.1846081989,0.030245114,0.0,0
Scenario1_302,7.3258811097,734.0013747302,533.2571715972,955.7016513803545,0.0709774656,4.6237735361,0.0589366455,0.05703546339999999,0.1605170947,0.0562705577,0.0,0
Scenario1_303,7.2562136858,647.0599785438,971.0503975911,1196.6891215866092,0.1072219212,6.2382320304,0.0890324881,0.08616047240000001,0.1711136502,0.2500530998,0.0,0
Scenario1_304,8.3794479121,728.2893580542,888.4408483584,1810.0691737262093,0.0323890425,10.1965415673,0.0268944728,0.0260269091,0.0539037102,0.1505348846,0.0,0
Scenario1_305,5.7420378123,180.8072968928,1169.3257320308,983.3783534588637,0.1122185791,6.9829363108,0.0931814987,0.0901756439,0.1236977982,0.0588543795,0.0,0
Scenario1_306,15.368231114,779.2965509404,224.9055366734,951.9988002864,0.1230405488,5.9206598918,0.1021675986,0.09887186959999998,0.0266056144,0.093115376,0.0,0
Scenario1_307,10.3878257328,384.780078874,869.6535100429,826.9057208166636,0.1363080121,6.6719375932,0.1131843314,0.109533224,0.1027247729,0.0707325451,0.0,0
Scenario1_308,22.0825137577,564.3877780274,211.8930746321,752.2965998960547,0.1927989501,7.3644027433,0.1600919854,0.15492772780000003,0.2140818062,0.1304152291,0.0,0
Scenario1_309,9.856847211,392.1432786731,89.5007769528,2152.4605826857824,0.1508717064,7.792329933,0.1252773991,0.12123619270000002,0.1559621948,0.1702850352,0.0,0
Scenario1_310,21.0577255807,407.8987447819,853.3678488042,1303.5432974789546,0.1310008308,7.1866659477,0.1087774756,0.10526852470000002,0.0450733888,0.1802889879,0.0,0
Scenario1_311,11.4906430296,317.5342779677,976.2484285124,782.7420755823546,0.0444665861,9.45374345,0.0369231474,0.0357320781,0.0495117249,0.0982044103,0.0,0
Scenario1_312,17.399543883,808.5536007431,1056.8020025768,1106.9538176821543,0.026464705,4.4164781368,0.0219751569,0.021266280800000002,0.0750714145,0.2104499146,0.0,0
Scenario1_313,18.8762446093,224.2506735708,1077.8842824903,1352.5063440508181,0.156624037,7.1603844818,0.1300538878,0.1258586011,0.2172648655,0.1145839958,0.0,0
Scenario1_314,6.7605309335,402.1189455193,1016.5083275072,1526.968663793864,0.0881955676,7.2591696652,0.0732338195,0.07087143819999998,0.1714673785,0.0789779646,0.0,0
