Strategy,Future.ID,REGION,COMMODITY,TECHNOLOGY,EMISSION,YEAR,TIMESLICE,MODE_OF_OPERATION,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,STORAGEINTRADAY,STORAGEINTRAYEAR,UDC,CapitalInvestment,TotalTechnologyAnnualActivity,TotalCapacityAnnual,CapitalInvestmentStorage,AnnualVariableOperatingCost,AnnualTechnologyEmission,AnnualFixedOperatingCost,NewCapacity,Scen_fut
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2034,,,,,,,,,,,,,,,,28277.326,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2034,,,,,,,,,,,694.10863,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2035,,,,,,,,,,,,34.850601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2035,,,,,,,,,,,,,,40794.62,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2035,,,,,,,,,,,,,,,,27257.993,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2035,,,,,,,,,,,671.38084,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2036,,,,,,,,,,,,33.430601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2036,,,,,,,,,,,,,,39076.92,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2036,,,,,,,,,,,,,,,,26231.511,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2036,,,,,,,,,,,640.65727,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2037,,,,,,,,,,,,32.010601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2037,,,,,,,,,,,,,,35794.815,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2037,,,,,,,,,,,,,,,,25197.881,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2037,,,,,,,,,,,584.61675,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2038,,,,,,,,,,,,30.590601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2038,,,,,,,,,,,,,,34064.458,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2038,,,,,,,,,,,,,,,,24157.101,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2038,,,,,,,,,,,554.24859,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2039,,,,,,,,,,,,29.170601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2039,,,,,,,,,,,,,,31519.571,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2039,,,,,,,,,,,,,,,,23109.172,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2039,,,,,,,,,,,510.90672,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2040,,,,,,,,,,,,27.750601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2040,,,,,,,,,,,,,,30241.878,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2040,,,,,,,,,,,,,,,,22054.093,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2040,,,,,,,,,,,488.35369,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2041,,,,,,,,,,,,26.930601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2041,,,,,,,,,,,,,,30732.445,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2041,,,,,,,,,,,,,,,,21470.211,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2041,,,,,,,,,,,494.41695,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2042,,,,,,,,,,,,26.110601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2042,,,,,,,,,,,,,,30608.5,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2042,,,,,,,,,,,,,,,,20882.201,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2042,,,,,,,,,,,490.58574,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2043,,,,,,,,,,,,25.290601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2043,,,,,,,,,,,,,,30450.63,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2043,,,,,,,,,,,,,,,,20290.062,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2043,,,,,,,,,,,486.24127,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2044,,,,,,,,,,,,24.470601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2044,,,,,,,,,,,,,,30159.272,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2044,,,,,,,,,,,,,,,,19693.795,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2044,,,,,,,,,,,479.80532,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2045,,,,,,,,,,,,23.650601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2045,,,,,,,,,,,,,,28375.408,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2045,,,,,,,,,,,,,,,,19093.399,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2045,,,,,,,,,,,449.76012,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2046,,,,,,,,,,,,22.830601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2046,,,,,,,,,,,,,,27333.798,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2046,,,,,,,,,,,,,,,,18488.876,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2046,,,,,,,,,,,431.65755,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2047,,,,,,,,,,,,22.010601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2047,,,,,,,,,,,,,,26238.051,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2047,,,,,,,,,,,,,,,,17880.223,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2047,,,,,,,,,,,412.83579,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2048,,,,,,,,,,,,21.190601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2048,,,,,,,,,,,,,,24328.046,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2048,,,,,,,,,,,,,,,,17267.443,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2048,,,,,,,,,,,381.38642,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2049,,,,,,,,,,,,20.370601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2049,,,,,,,,,,,,,,21167.419,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2049,,,,,,,,,,,,,,,,16650.534,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2049,,,,,,,,,,,330.63127,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2050,,,,,,,,,,,,19.550601,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2050,,,,,,,,,,,,,,18968.053,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2050,,,,,,,,,,,,,,,,16029.496,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2050,,,,,,,,,,,295.2042,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2051,,,,,,,,,,,,8.0,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2051,,,,,,,,,,,,,,10011.672,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2051,,,,,,,,,,,,,,,,6579.3213,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2051,,,,,,,,,,,155.25151,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2052,,,,,,,,,,,,6.0,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2052,,,,,,,,,,,,,,7139.4786,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2052,,,,,,,,,,,,,,,,4949.5948,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2052,,,,,,,,,,,110.31405,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2053,,,,,,,,,,,,4.0,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2053,,,,,,,,,,,,,,4443.4636,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2053,,,,,,,,,,,,,,,,3309.799,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2053,,,,,,,,,,,68.41112,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2054,,,,,,,,,,,,,,,,,0.63606077,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2054,,,,,,,,,,,,2.6360608,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2054,,,,,,,,,,38354.037,,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2054,,,,,,,,,,,,,,2884.2469,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2054,,,,,,,,,,,,,,,,2187.8436,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2054,,,,,,,,,,,44.246999,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2055,,,,,,,,,,,,,,,,,1.3044545,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2055,,,,,,,,,,,,1.9405153,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2055,,,,,,,,,,78767.709,,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2055,,,,,,,,,,,,,,2063.4572,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2055,,,,,,,,,,,,,,,,1615.4486,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2055,,,,,,,,,,,31.542688,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2056,,,,,,,,,,,,1.9405153,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2056,,,,,,,,,,,,,,1935.2171,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2056,,,,,,,,,,,,,,,,1620.3335,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2056,,,,,,,,,,,29.477475,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2057,,,,,,,,,,,,1.9405153,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2057,,,,,,,,,,,,,,1873.3803,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2057,,,,,,,,,,,,,,,,1625.2183,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2057,,,,,,,,,,,28.434746,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2058,,,,,,,,,,,,1.9405153,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2058,,,,,,,,,,,,,,1790.557,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2058,,,,,,,,,,,,,,,,1630.1032,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2058,,,,,,,,,,,27.081941,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2059,,,,,,,,,,,,1.9405153,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2059,,,,,,,,,,,,,,1382.8362,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2059,,,,,,,,,,,,,,,,1634.9881,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2059,,,,,,,,,,,20.841837,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2060,,,,,,,,,,,,1.9405153,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2060,,,,,,,,,,,,,,1172.244,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2060,,,,,,,,,,,,,,,,1639.8729,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_COAL,,2060,,,,,,,,,,,17.606062,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2020,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2020,,,,,,,,,,,,,,,,396.0,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2021,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2021,,,,,,,,,,,,,,,,396.0,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2022,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2022,,,,,,,,,,,,,,,,396.0,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2023,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2023,,,,,,,,,,,,,,,,396.0,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2024,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2024,,,,,,,,,,,,,,,,396.0,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2025,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2025,,,,,,,,,,,,,,,,396.0,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2026,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2026,,,,,,,,,,,,,,,,396.0,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2027,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2027,,,,,,,,,,,,,,,,396.0,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2028,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2028,,,,,,,,,,,,,,,,395.11897,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2029,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2029,,,,,,,,,,,,,,,,394.23794,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2030,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2030,,,,,,,,,,,,,,,,393.35691,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2031,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2031,,,,,,,,,,,,,,,,392.47588,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2032,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2032,,,,,,,,,,,,,,,,391.59485,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2033,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2033,,,,,,,,,,,,,,,,390.71383,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2034,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2034,,,,,,,,,,,,,,,,389.8328,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2035,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2035,,,,,,,,,,,,,,,,388.95177,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2036,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2036,,,,,,,,,,,,,,,,388.07074,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2037,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2037,,,,,,,,,,,,,,,,387.18971,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2038,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2038,,,,,,,,,,,,,,,,386.30868,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2039,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2039,,,,,,,,,,,,,,,,385.42765,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2040,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2040,,,,,,,,,,,,,,,,384.54662,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2041,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2041,,,,,,,,,,,,,,,,383.66559,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2042,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2042,,,,,,,,,,,,,,,,382.78456,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2043,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2043,,,,,,,,,,,,,,,,381.90354,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2044,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2044,,,,,,,,,,,,,,,,381.02251,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2045,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2045,,,,,,,,,,,,,,,,380.14148,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2046,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2046,,,,,,,,,,,,,,,,379.26045,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2047,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2047,,,,,,,,,,,,,,,,378.37942,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2048,,,,,,,,,,,,0.3,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_CSP,,2048,,,,,,,,,,,,,,,,377.49839,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2020,,,,,,,,,,,,5.1,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2020,,,,,,,,,,,,,,,,2468.4,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2020,,,,,,,,,,,117.28295,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2021,,,,,,,,,,,,5.1,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2021,,,,,,,,,,,,,,,,2468.4,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2021,,,,,,,,,,,117.28295,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2022,,,,,,,,,,,,5.1,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2022,,,,,,,,,,,,,,,,2468.4,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2022,,,,,,,,,,,117.28295,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2023,,,,,,,,,,,,5.1,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2023,,,,,,,,,,,,,,,,2468.4,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2023,,,,,,,,,,,117.28295,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2024,,,,,,,,,,,,5.1,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2024,,,,,,,,,,,,,,,,2468.4,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2024,,,,,,,,,,,117.28295,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2025,,,,,,,,,,,,,,,,,0.01,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2025,,,,,,,,,,,,5.11,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2025,,,,,,,,,,743.4,,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2025,,,,,,,,,,,,,,,,2473.24,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2025,,,,,,,,,,,117.51291,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2026,,,,,,,,,,,,5.11,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2026,,,,,,,,,,,,,,,,2473.24,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2026,,,,,,,,,,,117.51291,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2027,,,,,,,,,,,,5.11,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2027,,,,,,,,,,,,,,,,2473.24,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2027,,,,,,,,,,,117.51291,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2028,,,,,,,,,,,,5.11,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2028,,,,,,,,,,,,,,,,2467.7375,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2028,,,,,,,,,,,117.77031,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2029,,,,,,,,,,,,5.11,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2029,,,,,,,,,,,,,,,,2462.235,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2029,,,,,,,,,,,118.0277,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2030,,,,,,,,,,,,5.11,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2030,,,,,,,,,,,,,,,,2456.7325,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2030,,,,,,,,,,,118.2851,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2031,,,,,,,,,,,,5.11,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2031,,,,,,,,,,,,,,,,2451.2299,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2031,,,,,,,,,,,118.54249,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2032,,,,,,,,,,,,5.11,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2032,,,,,,,,,,,,,,,,2445.7274,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2032,,,,,,,,,,,118.79989,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2033,,,,,,,,,,,,5.11,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2033,,,,,,,,,,,,,,,,2440.2249,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2033,,,,,,,,,,,119.05728,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2034,,,,,,,,,,,,5.11,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2034,,,,,,,,,,,,,,,,2434.7224,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2034,,,,,,,,,,,119.31468,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2035,,,,,,,,,,,,5.11,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2035,,,,,,,,,,,,,,,,2429.2199,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2035,,,,,,,,,,,119.57207,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2036,,,,,,,,,,,,5.11,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2036,,,,,,,,,,,,,,,,2423.7174,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2036,,,,,,,,,,,119.82947,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2037,,,,,,,,,,,,5.11,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2037,,,,,,,,,,,,,,,,2418.2148,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2037,,,,,,,,,,,120.08686,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2038,,,,,,,,,,,,5.11,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2038,,,,,,,,,,,,,,,,2412.7123,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2038,,,,,,,,,,,120.34426,,,,,,,Scenario1_1
Scenario1,1,RE1,,RSA_POW_PP_HYDR,,2039,,,,,,,,,,,,5.11,,,,,,Scenario1_1
